#{"t_start": 1767865492.5766735, "env_id": "None"}
r,l,t
-365.867091,120,4290.429755
-465.721776,121,4296.634987
-397.42277,121,4302.840199
-204.203901,89,4307.444063
-343.630368,121,4313.649264
-349.000506,118,4319.704346
-386.832621,118,4325.75938
-350.445819,120,4331.915203
-335.636101,118,4337.9696
-344.72703,121,4344.174849
-204.929403,89,4348.778754
-228.981128,88,4353.332792
-356.031364,121,4359.537713
-340.839198,120,4365.692884
-361.538225,121,4371.898103
-374.09643,119,4378.003612
-348.556939,117,4384.008222
-338.926504,121,4390.213409
-361.282321,121,4396.418649
-419.292402,121,4402.623834
-318.200711,118,4408.678898
-335.050177,120,4414.834081
-366.593155,119,4420.939218
-354.967726,120,4427.094425
-407.752006,118,4433.14946
-372.043878,117,4439.154463
-322.137934,118,4445.209538
-328.206396,117,4451.214664
-364.992372,121,4457.419788
-381.535523,119,4463.525209
-320.054499,119,4469.629995
-301.933493,118,4475.685305
-243.650681,90,4480.338993
-288.823815,116,4486.293936
-204.850107,89,4490.897868
-208.508401,88,4495.451664
-198.153204,88,4500.005597
-257.505542,88,4504.559283
-306.81806,117,4510.565012
-197.771821,89,4515.168276
-390.353609,118,4521.22326
-593.600623,116,4527.178705
-514.391631,117,4533.18346
-389.854292,117,4539.188332
-515.736482,117,4545.176793
-401.799254,117,4551.181698
-522.014868,118,4557.236907
-495.044049,119,4563.341836
-413.1329,119,4569.447304
-564.892957,119,4575.552136
-537.760153,120,4581.707535
-388.335284,118,4587.76237
-562.104674,121,4593.967611
-438.262997,121,4600.172873
-471.428364,122,4606.428227
-446.852707,121,4612.633278
-447.328331,124,4618.988873
-408.013993,123,4625.294122
-461.384782,125,4631.699301
-457.122999,124,4638.054581
-419.252703,126,4644.509937
-468.281836,129,4651.115672
-504.566015,126,4657.570982
-579.67835,129,4664.176559
-520.049938,128,4670.732677
-441.807756,128,4677.28749
-438.278647,127,4683.792861
-519.05598,129,4690.398393
-548.612135,127,4696.903881
-441.210333,127,4703.409337
-536.122564,126,4709.864751
-509.358515,128,4716.403584
-523.488666,128,4722.959037
-446.511816,126,4729.414479
-477.699301,130,4736.070069
-457.202176,128,4742.625508
-471.535321,129,4749.231161
-461.199451,127,4755.736531
-523.370772,125,4762.125338
-412.252726,127,4768.630823
-359.956386,122,4774.886099
-506.525289,127,4781.391393
-454.695117,125,4787.797059
-399.272088,125,4794.202445
-374.104552,119,4800.307292
-350.587617,119,4806.41245
-436.849056,119,4812.51756
-465.62935,122,4818.773255
-462.540987,122,4825.028304
-403.49135,123,4831.333502
-387.371229,121,4837.538551
-364.2147,118,4843.593532
-421.384925,122,4849.849288
-356.232476,118,4855.887221
-464.325305,123,4862.19287
-480.28006,121,4868.397716
-416.121656,121,4874.602829
-357.521148,118,4880.658031
-400.026182,122,4886.913429
-385.03533,122,4893.16871
