#{"t_start": 1767878381.348148, "env_id": "None"}
r,l,t
-198.590855,89,4209.61402
-198.838898,103,4214.918481
-245.620793,117,4220.923561
-151.352625,88,4225.477388
-220.919985,102,4230.731777
-204.097923,101,4235.936205
-143.156557,88,4240.490305
-174.173495,89,4245.093776
-144.533923,89,4249.697689
-173.657701,89,4254.301609
-223.366838,121,4260.506814
-165.180553,89,4265.110553
-151.895355,89,4269.714472
-154.29699,89,4274.318332
-166.415925,90,4278.972213
-153.268092,91,4283.67615
-174.186683,89,4288.280026
-185.613786,102,4293.534427
-172.313738,102,4298.788837
-187.731512,105,4304.193378
-209.122624,122,4310.448631
-202.729645,93,4315.253077
-164.874635,89,4319.856595
-172.718598,90,4324.510384
-171.681054,98,4329.564661
-145.113621,89,4334.168581
-174.845703,104,4339.522995
-152.527623,89,4344.126839
-162.785584,88,4348.680689
-143.464813,89,4353.284537
-160.115613,88,4357.838379
-178.576774,88,4362.375501
-160.112104,89,4366.979393
-153.382536,89,4371.583285
-143.488089,88,4376.137899
-173.365752,88,4380.69085
-215.582034,121,4386.896056
-183.027504,101,4392.100809
-177.518495,92,4396.854683
-159.51976,89,4401.458304
-199.521495,89,4406.062181
-170.767715,100,4411.216468
-145.599207,88,4415.770517
-225.954866,117,4421.775347
-262.335678,117,4427.780338
-213.79875,101,4432.984718
-145.568472,88,4437.538556
-156.853992,90,4442.192441
-87.22223,96,4447.146631
-202.630765,121,4453.352835
-219.058005,122,4459.607009
-163.654931,92,4464.361124
-158.371419,88,4468.91484
-162.25943,88,4473.451984
-215.585756,121,4479.657531
-143.048015,88,4484.210996
-305.001959,121,4490.416582
-223.58875,117,4496.421232
-194.553475,101,4501.625607
-171.056897,89,4506.229489
-221.540106,105,4511.634106
-169.329388,88,4516.188293
-155.700746,89,4520.791768
-158.126702,88,4525.345772
-195.868274,88,4529.899606
-217.818654,102,4535.153743
-252.113864,117,4541.158736
-213.008545,102,4546.413423
-219.758643,101,4551.617543
-195.329411,89,4556.221399
-168.589983,89,4560.826134
-160.531857,90,4565.479514
-187.196212,103,4570.783607
-161.790834,89,4575.387482
-177.488704,88,4579.941627
-144.949685,88,4584.495382
-158.484705,89,4589.09924
-187.818194,88,4593.652967
-173.797546,88,4598.206572
-192.221198,88,4602.760452
-164.832633,89,4607.364569
-211.91906,121,4613.569437
-154.602825,89,4618.173278
-156.014182,89,4622.777134
-166.123721,90,4627.414333
-142.391226,89,4632.018125
-157.01087,90,4636.672185
-169.591885,89,4641.275959
-178.60933,88,4645.82967
-158.875688,89,4650.433502
-277.525332,117,4656.438499
-183.488186,89,4661.042368
-190.672308,88,4665.596576
-144.018869,89,4670.200035
-147.62929,89,4674.804004
-157.011963,92,4679.558
-185.496259,89,4684.161625
-169.952177,99,4689.265882
-169.023719,89,4693.869764
-145.496418,89,4698.473955
-149.236815,90,4703.127475
-168.5866,89,4707.731447
-152.898599,89,4712.335292
-145.116571,89,4716.939095
-172.045531,88,4721.493028
