#{"t_start": 1768359795.215907, "env_id": "None"}
r,l,t
-226.15877,95,2638.507299
-162.266596,91,2640.833646
-162.045072,93,2644.600239
-261.709303,122,2647.687841
-218.448972,100,2650.240964
-141.872603,93,2652.589037
-181.610023,107,2655.280859
-183.681405,97,2657.722789
-194.001551,88,2659.951589
-193.772656,118,2662.945152
-158.605755,93,2665.291196
-195.299703,104,2667.912089
-160.325557,92,2670.231064
-194.971,90,2672.5179
-152.167589,91,2674.807925
-178.160023,96,2677.248986
-175.585718,102,2679.820129
-185.832754,97,2682.269605
-166.155274,99,2684.758536
-174.419794,96,2687.208547
-269.326447,122,2690.244361
-155.400131,94,2692.615873
-230.200486,97,2696.462815
-176.704312,88,2698.685167
-174.900537,93,2701.03388
-173.247228,96,2703.458323
-204.84345,94,2705.834601
-184.413425,99,2708.337641
-155.999199,93,2710.690801
-170.242847,96,2713.110636
-194.36288,93,2715.452854
-165.556684,99,2717.961383
-167.815264,93,2720.317569
-159.718232,89,2722.561653
-158.956989,93,2724.905361
-83.947181,105,2727.574597
-152.213911,94,2729.942271
-156.850531,95,2732.354069
-197.512707,108,2735.059582
-193.082337,90,2737.335774
-173.347569,91,2739.626658
-182.262511,89,2741.876585
-148.834185,89,2744.123454
-179.89129,102,2746.709645
-192.298664,95,2750.549797
-218.22103,122,2753.757474
-155.982413,89,2756.125714
-147.866431,95,2758.652798
-188.225989,96,2761.217237
-164.820191,89,2763.603528
-99.926115,110,2766.550238
-176.429178,104,2769.321814
-200.973957,113,2772.323543
-160.456169,92,2774.770146
-206.532769,99,2777.406629
-226.130774,118,2780.515237
-187.268452,89,2782.900709
-203.339106,95,2785.44675
-173.673038,104,2788.231307
-163.257264,89,2790.612858
-185.246113,96,2793.174579
-144.389987,87,2795.497113
-152.077771,88,2797.852122
-176.943223,97,2800.426218
-181.681215,87,2802.764965
-204.989058,99,2806.900057
-239.712795,128,2810.303674
-225.46083,122,2813.554722
-229.561176,96,2816.145194
-182.030809,90,2818.559207
-241.453088,130,2822.026424
-167.609168,95,2824.579375
-255.593882,127,2827.957466
-168.254415,90,2830.374756
-200.074083,90,2832.806555
-157.221688,88,2835.174109
-181.982746,92,2837.641793
-191.774813,105,2840.467967
-149.229651,92,2842.938634
